Company,Ratings,Founded,Indian_Headquarter_City,Indian_Headquarter_Country,Main_Headquarter_City,Main_Headquarter_Country,Indian_Employee_Count,Global_Employee_Count,Industry,Highly_Rated,Critically_Rated,Job_Security_Rating,WorkLife_Rating,Company_Culture_Rating,Skill_Development_Rating,Work_Satisfaction_Rating,Compensation_Rating,Career_Growth_Rating
ACL-Digital,3.6,1992.0,,,"Santa Clara, California",United States (USA),1828.0,1001-5000,IT Services & Consulting,"Promotions, Job security, Skill development",,3.2,3.7,3.4,3.3,3.4,3.5,3.0
BGR-Energy-Systems,3.9,1985.0,"Chennai, Tamilnadu",India,"Chennai, Tamilnadu",India,2365.0,1001-5000,Engineering & Construction,Work-life balance,Promotions,3.5,3.9,3.6,3.6,3.7,3.4,3.1
TNQ-Tech-Private-Limited,3.5,1998.0,Chennai,India,Chennai,India,3000.0,1001-5000,Printing & Publishing,"Promotions, Salary, Work satisfaction",,3.6,3.5,3.5,3.2,3.2,2.9,2.7
Marks-&-Spencer,3.9,1884.0,,,London,UnitedKingdom,1300.0,50001-100000,Retail,"Job security, Work-life balance",,4.0,3.9,3.7,3.7,3.6,3.7,3.4
MAS-Financial-Services,3.7,1995.0,"Ahmedabad, Gujarat",India,"Ahmedabad, Gujarat",India,1758.0,1001-5000,NBFC,Promotions,,3.4,3.7,3.6,3.5,3.4,3.6,3.3
Wakefit,4.0,2016.0,"Bangalore,Karnataka",India,"Bangalore,Karnataka",India,2085.0,1001-5000,Furniture & Furnishing,"Salary, Work-life balance, Skill development",,3.6,3.8,3.6,3.8,3.7,3.9,3.4
Carborundum-Universal-Limited,3.7,1954.0,"Chennai, Tamil Nadu",India,"Chennai, Tamil Nadu",India,2380.0,1001-5000,Industrial Machinery,Promotions,,3.7,3.6,3.6,3.6,3.4,3.5,3.1
Tata-Chemicals,3.9,1939.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,4423.0,1001-5000,Chemicals,"Job security, Work-life balance, Company culture",Promotions,4.3,4.0,3.8,3.8,3.7,3.6,3.3
Zudio,3.9,,,,,,29055.0,,Retail,"Job security, Salary, Skill development",,4.0,3.5,3.7,3.8,3.6,3.8,3.7
RAMTeCH-Software-Solutions,3.7,1992.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,1839.0,1001-5000,IT Services & Consulting,Job security,"Promotions, Salary, Company culture",4.1,3.7,3.2,3.4,3.4,3.2,2.9
Satya-MicroCapital,3.6,2016.0,"Delhi,NCT",India,"Delhi,NCT",India,8076.0,51-200,NBFC,Salary,"Promotions, Skill development, Work-life balance",3.3,3.3,3.4,3.3,3.4,3.8,3.3
Centum-Electronics,3.5,1994.0,"Bangalore/Bengaluru, Karnataka",India,,,1347.0,1001-5000,Electronics Manufacturing,Job security,"Promotions, Salary, Company culture",3.8,3.3,3.2,3.6,3.3,3.0,2.7
Ageas-Federal-Life-Insurance,3.4,,,,,,,,,,,,,,,,,
WSP,4.2,1959.0,,,Montreal,Canada,4701.0,50001-100000,Management Consulting,"Work-life balance, Company culture, Job security",,4.0,4.3,4.2,3.8,3.8,3.9,3.4
Magna-International,3.8,1957.0,,,Aurora,Canada,1312.0,100001+,Auto Components,Work-life balance,Promotions,3.6,3.8,3.6,3.6,3.5,3.6,3.2
Acme-Cleantech-Solutions,4.0,2003.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,2725.0,1001-5000,Power,"Salary, Work-life balance",,3.5,3.8,3.7,3.7,3.7,4.1,3.4
H&M,3.8,,,,,,,,,,,,,,,,,
Next-Education-India,3.2,2007.0,"Hyderabad/Secunderabad, Telangana",India,"Hyderabad/Secunderabad, Telangana",India,3000.0,1001-5000,EdTech,"Promotions, Job security, Work satisfaction",,2.7,3.0,3.0,3.3,3.0,3.0,2.5
Nibav-Lifts,4.0,2019.0,"Chennai, Tamil Nadu",India,,,1600.0,501-1000,Industrial Machinery,,,3.6,3.9,3.8,3.9,3.9,4.1,3.8
Epsilon,3.6,1969.0,,,Texas,UnitedStates,3335.0,5001-10000,Marketing & Advertising,Work-life balance,"Promotions, Work satisfaction, Skill development",3.4,3.8,3.7,3.3,3.3,3.4,2.9
Athena-BPO,3.3,,,,,,,,,,,,,,,,,
Tata-Starbucks,4.1,1971.0,,,"Mumbai, Maharashtra",,4091.0,1001-5000,Hospitality,"Job security, Company culture, Work-life balance",,4.2,4.0,4.1,4.0,3.8,3.6,3.4
Torry-Harris-Integration-Solutions,4.1,,,,,,,,,,,,,,,,,
Silaris-Informations,3.0,,,,,,,,,,,,,,,,,
Apar-Industries,4.1,1958.0,"Vadodara/Baroda, Gujarat",India,"Vadodara/Baroda, Gujarat",India,2155.0,1001-5000,Semiconductors,"Job security, Salary, Work-life balance",,3.9,3.9,3.8,3.8,3.8,3.9,3.5
IDEMIA,3.8,2017.0,,,"Courbevoie, Courbevoie",France,5000.0,10001-50000,Electronics Manufacturing,Work-life balance,"Promotions, Salary",3.7,3.9,3.7,3.5,3.6,3.3,3.1
Ups-Logistics,3.6,1907.0,,,"Atlanta, Georgia",United States (USA),2773.0,10001-50000,Logistics,"Promotions, Skill development, Work satisfaction",,3.5,3.5,3.4,3.2,3.3,3.7,3.0
Shilpa-Medicare,3.5,1987.0,"Raichur, Karnataka",India,"Raichur, Karnataka",India,998.0,501-1000,Pharma,"Job security, Company culture, Promotions",,3.1,3.4,3.1,3.3,3.3,3.5,3.2
C.R.I.-Pumps,3.9,,,,,,,,,,,,,,,,,
Future-Focus-Infotech,3.3,1997.0,Chennai,India,Chennai,India,5001.0,1001-5000,IT Services & Consulting,,,2.9,3.4,3.2,3.1,3.2,3.1,2.7
Panacea-Biotec,3.6,1984.0,"Delhi/NCR, New Delhi",India,"Delhi/NCR, New Delhi",India,1290.0,1001-5000,Biotechnology,"Promotions, Job security, Work satisfaction",,3.1,3.6,3.4,3.3,3.3,3.6,2.9
Parag-Milk-Foods,4.0,1992.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,1969.0,1001-5000,Food Processing,"Work-life balance, Company culture, Salary",,3.7,3.9,3.8,3.8,3.7,3.8,3.4
Parekh-Integrated-Services,4.0,1981.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,2750.0,1001-5000,Logistics,"Job security, Work-life balance, Company culture",,4.0,4.0,3.9,3.8,3.7,3.8,3.4
Truhome-Finance,3.7,2010.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,4188.0,1001-5000,Financial Services,"Promotions, Work satisfaction",,3.4,3.5,3.5,3.5,3.3,3.7,3.2
Fedbank-Financial-Services,4.0,2010.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,4568.0,501-1000,NBFC,"Salary, Work-life balance, Company culture",,3.8,4.0,3.9,3.8,3.7,4.0,3.5
National-Health-Mission,3.4,2005.0,"Guwahati, Assam",India,"Guwahati, Assam",India,571000.0,100001+,Healthcare,"Promotions, Salary, Job security",,2.8,3.4,3.0,3.2,3.1,2.6,2.4
MOURI-Tech,3.6,2005.0,"Hyderabad/Secunderabad, Telangana",India,"Dallas, Texas",United States,2080.0,1001-5000,IT Services & Consulting,"Promotions, Job security, Salary",,3.2,3.6,3.5,3.5,3.5,3.3,3.2
Wipro-PARI,3.3,1990.0,"Pune, Maharashtra",India,Michigan,,1301.0,1001-5000,Industrial Automation,"Promotions, Company culture, Work satisfaction",,3.6,2.9,2.8,3.3,2.9,3.1,2.7
